,Province,Year,Quarter,Volume (metric tons),Area Harvested (ha),yield (kg/ha),Region,Fertilizer Applied (bags),Plow,Harrow,Sprayers,Tractors,Rice Mills,Agricultural Processing Facilities,Irrigated Farms,Fertilizer Dealers,Pesticides Dealers,Typhoon,Flood,Earthquake,Volcanic Eruption,Tsunami,Landslide/Mudslide,Infestation/Animal Disease,Drought,Other Disasters,rainfall_amount,rainfall_number_of_rd,temp_max,temp_min,temp_mean,temp_dry_bulb,temp_wet_bulb,temp_dew_pt,vapor_pressure_mbs,rel_hum,mslp,wind_spd_mps,cloud_amount_okta,number_of_days_with_tstm,number_of_days_with_ltng
10,Abra,1997.0,Quarter 1,1100.0,550.0,2000.0,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,234,280,13159,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
11,Abra,1998.0,Quarter 1,1055.0,530.0,1990.566037735849,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,234,280,13159,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
12,Abra,1999.0,Quarter 1,1091.0,540.0,2020.3703703703704,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,234,280,13159,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
13,Abra,2000.0,Quarter 1,1484.0,700.0,2120.0,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,234,280,13159,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
14,Abra,2001.0,Quarter 1,1484.0,700.0,2120.0,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,234,280,13159,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
15,Abra,2002.0,Quarter 1,1519.0,700.0,2170.0,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,234,280,13159,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
16,Abra,2003.0,Quarter 1,1455.0,680.0,2139.705882352941,CORDILLERA ADMINISTRATIVE REGION,1.14,11085.0,9943.0,11995.0,5134.0,234,280,16036,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
17,Abra,2004.0,Quarter 1,1504.0,693.0,2170.2741702741705,CORDILLERA ADMINISTRATIVE REGION,1.14,11085.0,9943.0,11995.0,5134.0,234,280,16036,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
18,Abra,2005.0,Quarter 1,2170.0,700.0,3100.0,CORDILLERA ADMINISTRATIVE REGION,1.1825,11085.0,9943.0,11995.0,5134.0,234,280,16036,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
19,Abra,2006.0,Quarter 1,2220.0,716.0,3100.558659217877,CORDILLERA ADMINISTRATIVE REGION,1.17,11085.0,9943.0,11995.0,5134.0,234,280,16036,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
20,Abra,2007.0,Quarter 1,2268.0,720.0,3150.0,CORDILLERA ADMINISTRATIVE REGION,1.08,11085.0,9943.0,11995.0,5134.0,234,280,16036,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
21,Abra,2008.0,Quarter 1,2376.0,720.0,3300.0,CORDILLERA ADMINISTRATIVE REGION,0.9175,11085.0,9943.0,11995.0,5134.0,234,280,16036,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
22,Abra,2009.0,Quarter 1,5790.0,1695.0,3415.929203539823,CORDILLERA ADMINISTRATIVE REGION,1.1725,11085.0,9943.0,11995.0,5134.0,234,280,16036,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
23,Abra,2010.0,Quarter 1,5805.0,1695.0,3424.778761061947,CORDILLERA ADMINISTRATIVE REGION,1.3,11085.0,9943.0,11995.0,5134.0,234,280,16036,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
24,Abra,2011.0,Quarter 1,6101.0,1690.0,3610.059171597633,CORDILLERA ADMINISTRATIVE REGION,1.2475,11085.0,9943.0,11995.0,5134.0,234,280,16036,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
25,Abra,2012.0,Quarter 1,6209.0,1701.0,3650.2057613168718,CORDILLERA ADMINISTRATIVE REGION,1.2175,11085.0,9943.0,11995.0,5134.0,234,280,16036,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
26,Abra,2013.0,Quarter 1,6311.0,1701.0,3710.170487948266,CORDILLERA ADMINISTRATIVE REGION,1.285,11085.0,9943.0,11995.0,5134.0,234,280,31679,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
27,Abra,2014.0,Quarter 1,6464.0,1701.0,3800.1175778953557,CORDILLERA ADMINISTRATIVE REGION,1.4575,11085.0,9943.0,11995.0,5134.0,234,280,31679,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
28,Abra,2015.0,Quarter 1,6331.0,1711.0,3700.175336060783,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11085.0,9943.0,11995.0,5134.0,234,280,31679,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
29,Abra,2016.0,Quarter 1,6278.0,1706.0,3679.953106682298,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11085.0,9943.0,11995.0,5134.0,234,280,31679,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
30,Abra,2017.0,Quarter 1,6278.0,1706.0,3679.953106682298,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11085.0,9943.0,11995.0,5134.0,234,280,31679,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
31,Abra,2018.0,Quarter 1,6408.0,1746.0,3670.1030927835054,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11085.0,9943.0,11995.0,5134.0,234,280,31679,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
32,Abra,2019.0,Quarter 1,6452.0,1746.0,3695.303550973654,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11085.0,9943.0,11995.0,5134.0,234,280,31679,46,29,245,85,0,0,0,47,104,70,0,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
33,Benguet,1987.0,Quarter 1,105.0,70.0,1500.0,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,12112.0,10388.0,3739.0,326.0,52,38,8707,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
34,Benguet,1988.0,Quarter 1,170.0,140.0,1214.2857142857142,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,12112.0,10388.0,3739.0,326.0,52,38,8707,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
35,Benguet,1989.0,Quarter 1,138.0,110.0,1254.5454545454545,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,12112.0,10388.0,3739.0,326.0,52,38,8707,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
36,Benguet,1990.0,Quarter 1,220.0,170.0,1294.1176470588236,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,12112.0,10388.0,3739.0,326.0,52,38,8707,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
37,Benguet,1991.0,Quarter 1,90.0,70.0,1285.7142857142858,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,12112.0,10388.0,3739.0,326.0,52,38,8707,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
38,Benguet,1992.0,Quarter 1,100.0,80.0,1250.0,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,52,38,13159,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
39,Benguet,1993.0,Quarter 1,105.0,80.0,1312.5,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,52,38,13159,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
40,Benguet,1994.0,Quarter 1,148.0,80.0,1850.0,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,52,38,13159,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
41,Benguet,1995.0,Quarter 1,2530.0,1480.0,1709.4594594594596,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,52,38,13159,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
42,Benguet,1996.0,Quarter 1,2592.0,1368.0,1894.7368421052633,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,52,38,13159,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
43,Benguet,1997.0,Quarter 1,2382.0,1169.0,2037.639007698888,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,52,38,13159,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
44,Benguet,1998.0,Quarter 1,2119.0,1172.0,1808.0204778157001,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,52,38,13159,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
45,Benguet,1999.0,Quarter 1,2654.0,1273.0,2084.83896307934,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,52,38,13159,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
46,Benguet,2000.0,Quarter 1,3218.0,1547.0,2080.1551389786678,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,52,38,13159,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
47,Benguet,2001.0,Quarter 1,3247.0,1584.0,2049.8737373737367,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,52,38,13159,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
48,Benguet,2002.0,Quarter 1,3549.0,1473.0,2409.368635437882,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11221.0,9987.0,9401.0,1369.0,52,38,13159,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
49,Benguet,2003.0,Quarter 1,2753.0,1326.0,2076.1689291101056,CORDILLERA ADMINISTRATIVE REGION,1.14,11085.0,9943.0,11995.0,5134.0,52,38,16036,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
50,Benguet,2004.0,Quarter 1,3300.0,1462.0,2257.18194254446,CORDILLERA ADMINISTRATIVE REGION,1.14,11085.0,9943.0,11995.0,5134.0,52,38,16036,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
51,Benguet,2005.0,Quarter 1,3660.0,1472.0,2486.413043478261,CORDILLERA ADMINISTRATIVE REGION,1.1825,11085.0,9943.0,11995.0,5134.0,52,38,16036,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
52,Benguet,2006.0,Quarter 1,3822.0,1520.0,2514.4736842105262,CORDILLERA ADMINISTRATIVE REGION,1.17,11085.0,9943.0,11995.0,5134.0,52,38,16036,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
53,Benguet,2007.0,Quarter 1,4028.0,1540.0,2615.584415584416,CORDILLERA ADMINISTRATIVE REGION,1.08,11085.0,9943.0,11995.0,5134.0,52,38,16036,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
54,Benguet,2008.0,Quarter 1,3709.0,1320.0,2809.848484848485,CORDILLERA ADMINISTRATIVE REGION,0.9175,11085.0,9943.0,11995.0,5134.0,52,38,16036,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
55,Benguet,2009.0,Quarter 1,3736.0,1320.0,2830.3030303030305,CORDILLERA ADMINISTRATIVE REGION,1.1725,11085.0,9943.0,11995.0,5134.0,52,38,16036,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
56,Benguet,2010.0,Quarter 1,3471.0,1262.0,2750.3961965134718,CORDILLERA ADMINISTRATIVE REGION,1.3,11085.0,9943.0,11995.0,5134.0,52,38,16036,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
57,Benguet,2011.0,Quarter 1,3404.0,1278.0,2663.536776212833,CORDILLERA ADMINISTRATIVE REGION,1.2475,11085.0,9943.0,11995.0,5134.0,52,38,16036,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
58,Benguet,2012.0,Quarter 1,3530.0,1319.0,2676.269901440485,CORDILLERA ADMINISTRATIVE REGION,1.2175,11085.0,9943.0,11995.0,5134.0,52,38,16036,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
59,Benguet,2013.0,Quarter 1,3561.0,1319.0,2699.772554965883,CORDILLERA ADMINISTRATIVE REGION,1.285,11085.0,9943.0,11995.0,5134.0,52,38,31679,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
60,Benguet,2014.0,Quarter 1,3878.0,1319.0,2940.106141015921,CORDILLERA ADMINISTRATIVE REGION,1.4575,11085.0,9943.0,11995.0,5134.0,52,38,31679,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
61,Benguet,2015.0,Quarter 1,3941.0,1319.0,2987.86959818044,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11085.0,9943.0,11995.0,5134.0,52,38,31679,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
62,Benguet,2016.0,Quarter 1,3948.0,1316.0,3000.0,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11085.0,9943.0,11995.0,5134.0,52,38,31679,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
63,Benguet,2017.0,Quarter 1,4790.0,1538.0,3114.4343302990887,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11085.0,9943.0,11995.0,5134.0,52,38,31679,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
64,Benguet,2018.0,Quarter 1,5029.0,1621.0,3102.405922270203,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11085.0,9943.0,11995.0,5134.0,52,38,31679,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
65,Benguet,2019.0,Quarter 1,4939.0,1621.0,3046.8846391116595,CORDILLERA ADMINISTRATIVE REGION,1.192500000000001,11085.0,9943.0,11995.0,5134.0,52,38,31679,50,55,140,14,0,0,0,119,44,2,9,28.2,3.6666666666666665,24.20000000000001,13.6,18.9,17.9,16.166666666666668,15.133333333333333,17.2,84.0,1011.1,2.0,5.0,1.3333333333333333,0.3333333333333333
